fund_name,aic,shapiro_p,ljungbox_p,runs_p,pass_all
TAS Global Macro - Class G (EUR),356.1568577700906,0.8371828349195932,0.7237931656573752,0.421355814012109,True
TAS Global Macro - Class H (USD),354.92403718972747,0.9102322854203445,0.7176412585067455,1.0,True
Black Ant Value Fund Limited Class C,392.2358006425795,2.89301008245192e-07,0.3988040551388228,0.2277762709715887,False
Black Diamond Arbitrage Ltd.,277.7328012637625,0.00011856355689179851,0.9524185108127141,0.2277762709715887,False
"Black Diamond Arbitrage Partners, L.P. (Carlson)",275.88811655292085,0.00021547808944868944,0.9670685448792825,0.10780396285509863,False
Black Diamond Ltd.,298.3131400463165,0.905308630912813,0.9382804972753964,0.2277762709715887,True
"Black Diamond Partners, L.P.",298.56680130186766,0.889640450945092,0.9453978742408933,0.2277762709715887,True
Black Diamond Relative Value Ltd. (Carlson),365.183893235021,0.8776210498891612,0.7473741896789275,0.6876577997456863,True
"Black Diamond Relative Value Partners, L.P. (Carlson)",366.0359458807979,0.8718483359724061,0.7404825137322321,0.6876577997456863,True
Candriam Bonds Credit Opportunities C-EUR,236.6801277534597,2.294973664705665e-05,0.22839192249306475,0.421355814012109,False
Candriam Bonds Credit Opportunities I-EUR,232.77872361839854,2.4019343660158577e-05,0.30642932503802195,0.421355814012109,False
Candriam Bonds Euro High Yield (C),320.6635379159743,4.327178642048362e-05,0.7932361621562973,0.421355814012109,False
Candriam Bonds Euro High Yield (I),320.5851669514822,5.839246926770476e-05,0.795603883270423,0.421355814012109,False
Candriam Bonds Euro High Yield (N),320.76588572089275,4.456989862650017e-05,0.7913742037648981,0.421355814012109,False
Candriam Bonds Global High Yield (C),359.8016034426248,0.016723529924403787,0.764852414867989,0.15939040677403393,False
Candriam Bonds Global High Yield (I),362.2136662947622,0.03292966463638965,0.7850706921891665,0.15939040677403393,False
Candriam Bonds Global High Yield (N),359.8158624027682,0.017449439739838007,0.761494739547055,0.15939040677403393,False
"Compass Technology Partners II, L.P.",559.0449482864722,0.30237098618465863,0.2215597230034842,0.2277762709715887,True
Deutsche Invest I Africa FC,577.3108794164585,0.5903907040216225,0.7254866810385592,1.0,True
Deutsche Invest I Africa GBP RD,599.3236377252991,0.7491942144369025,0.8995155375371081,0.421355814012109,True
Deutsche Invest I Africa LC,577.259183649739,0.6090872313366751,0.7308860385374926,1.0,True
