fund_name,levene_pvalue,is_homoscedastic,box_cox_lambda,transformation_applied
"Ventura Capital Partners, LLC",0.6104706781095158,True,,False
"Verde Alpha Fund, LTD - Alpha I Class",0.23708213240415205,True,,False
"Verde Alpha Fund, LTD - Alpha II Class",0.2339480607323807,True,,False
"Verition Multi-Strategy Fund, Participating Modified Interests",0.0408980819839759,False,0.7393687035282828,True
Vertex Fund Class A,0.044536636348394144,False,0.7374703563996863,True
Vertex Fund Class B,0.05767078114588656,True,,False
Vertex Fund Class F,0.04938017482206228,False,0.734952807953991,True
Vertex Managed Value Portfolio Class A,0.027735385752678327,False,0.7256580291771028,True
Victoria Capital Dynamic European Fund Limited EUR,0.8927707441749325,True,,False
Victoria Capital Dynamic European Fund Limited GBP,0.9652267495084531,True,,False
Victoria Capital Dynamic European Fund Limited USD,0.7058861119485643,True,,False
Victory Arcadia Fund Class A USD,0.4890043950158527,True,,False
Victory Arcadia Fund Class B GBP,0.6140806673490243,True,,False
Victory Arcadia Fund Class C EUR,0.6470570923618963,True,,False
Visio I Fund,0.0523866198923743,True,,False
Visio IV Fund,0.023765016017856435,False,0.6852417617314372,True
Vision Opportunity Fund LP,0.0017815210039519777,False,0.7235704252981142,True
"VN Capital Fund I, L.P.",0.38882828057923047,True,,False
Voya CBRE Long/Short Fund Class I,0.6460426384153133,True,,False
VT De Lisle America Fund,0.14685067960370468,True,,False
"W Financial Fund, L.P. Class B",0.14926743738631074,True,,False
Wada Capital Japan Trust,0.30209505859556357,True,,False
"WAF Master Fund, L.P.",0.11843787974607459,True,,False
"WAM Global Water Equity, LP",0.034228743757981434,False,0.7357288958203642,True
"Waterfall Eden Fund, L.P.",0.11897390184769446,True,,False
"Waterfall Eden Fund, Ltd.",0.1663648481365005,True,,False
"Waterfall Victoria Fund, L.P.",0.05331029891380474,True,,False
"Waterfall Victoria Fund, Ltd",0.09203988361154102,True,,False
WaveStone Capital Absolute Return Fund,0.2856200587252804,True,,False
"Waycross Long/Short Equity Fund, L.P.",0.0760028271028838,True,,False
WCM Merger Fund Investor Class,0.19655652469444868,True,,False
WCM Merger Fund Ltd.,0.017800792103748478,False,0.8004994315969133,True
"Weaver Arbitrage Partners, L.P.",0.6590803401703244,True,,False
Weirton Fund LLC,0.06466240495403548,True,,False
Weiss Multi-Strategy Partners LLC,0.38556071467132547,True,,False
"Welch Entrepreneurial Fund,  L.P.",0.362440957040013,True,,False
"Wexford Catalyst Fund, L.P. Class A",0.14503152780732226,True,,False
"Wexford Credit Opportunities Fund, LP Class A",0.053426866370341476,True,,False
Wexford Offshore Catalyst Fund Limited Class A,0.0717815196126363,True,,False
Wexford Offshore Spectrum Fund Class A/C,0.5352729231727629,True,,False
"Wexford Spectrum Fund, L.P. Class A/C",0.7463426039079899,True,,False
"WHB Energy Partners, L.P.",0.002188156629296077,False,0.8200008254180077,True
"Whitebox Credit Partners, L.P.",0.9278529027845552,True,,False
"Whitebox Multi-Strategy Partners, L.P.",0.09711536991748733,True,,False
"Whitebox Relative Value Partners, L.P.",0.2641226516935944,True,,False
"Windmill Partners, L.P.",0.011285919194931918,False,0.7733859725925006,True
Worch Capital Partners LP,0.6940996544645959,True,,False
World Equity SMA,0.044652890168748044,False,0.7464926369607823,True
Worldwide Opportunity Fund (Cayman) Ltd. Class A,0.3013623679037853,True,,False
WPS Capital Fund LLC,0.9115583534062093,True,,False
"Wynnefield Partners Small Cap Value, LP",0.9777462484394313,True,,False
"Wynnefield Partners Small Cap Value, LP I",0.992497072969764,True,,False
"Wynnefield Small Cap Value Offshore Fund, Ltd.",0.6076788299068043,True,,False
X-Chequer SNN Market Neutral Qualified Hedge Fund,0.00361378815355388,False,0.9013498179066334,True
"Yakira Partners, L.P.",0.2728334289492612,True,,False
Yangtze Fund II,0.3642200510464443,True,,False
Yellow Cypress Opportunities SP,0.0035781930160687413,False,0.763196235189414,True
Yeoman 3-Rights Value Asia Fund,0.15847750709892672,True,,False
Z Europe Fund EURO LTD.,0.032295177117172814,False,0.7552484678931386,True
Z Europe Fund USD LTD.,0.07300405305635717,True,,False
"ZAIS Opportunity Domestic Feeder Fund, LP Series A ",0.9851730959693196,True,,False
"ZAIS Opportunity Fund, Ltd Series A",0.9562078060272347,True,,False
